Titulo,Estreno,Duracion,Ventas,Genero
Palabras encadenadas,02/08/2021,98,7381,Drama
Paleface,2/15/2021,95,8029,Comedia 
Palms ,8/25/2023,122,3910,Drama
Pamela Anderson: Una historia de amor,4/18/2023,88,9863,Documental
Pan Tadeusz: The Last Foray in Lithuania ,07/10/2019,107,1590,Drama
Pan y Chocolate,5/14/2023,89,9184,Drama
Pandorum,7/19/2022,158,3428,Ciencia Ficcion
Panic,7/15/2019,181,5377,Crimen
Papa,01/01/2020,83,6263,Drama
Papadopoulos & Sons,11/14/2022,183,8933,Comedia 
Paper Heart,4/25/2022,98,4331,Romance
Paperhouse,07/11/2023,209,5940,Terror
Papusza,11/08/2020,135,3947,Drama
Paradise,12/08/2023,184,2199,Drama
Paradise for Three,3/24/2020,102,4067,Romance
Paradise Lost 2: Revelations,1/29/2019,141,2992,Documental
Paranoia Agent,02/02/2022,107,8574,Animacion
Paranormal Activity 3,3/29/2021,100,1054,Terror
Paranormal Activity: The Marked Ones,1/17/2023,181,2981,Terror
ParaNorman,9/27/2020,204,4394,Animacion
Paris Is Burning,5/27/2023,196,3088,Documental
Paris When It Sizzles,9/18/2022,66,9725,Romance
Part of the Weekend Never Dies,4/14/2023,104,5850,Documental
Partir,2/16/2020,176,8328,Drama
Party Girl,4/18/2020,74,1715,Comedia 
Party Monster,06/07/2020,95,6952,Drama
Pasante de moda,01/01/2023,134,195,Comedia 
Passed Away,7/16/2021,149,5038,Comedia 
Passion,04/02/2023,65,4904,Romance
Passion of Ayn Rand,2/27/2020,182,1356,Drama
Passport,6/17/2019,167,9811,Drama
Pat Garrett and Billy the Kid,12/06/2022,100,3913,Western
Paths of Hate,9/21/2021,181,1669,Animacion
Patterns,11/07/2020,67,6851,Drama
Patton Oswalt: Finest Hour,05/11/2021,110,6600,Comedia 
Paul Blart: Mall Cop,6/27/2022,130,490,Comedia 
Pauly Shore Is Dead,8/14/2023,75,5805,Comedia 
Paw Patrol: The Mighty Movie,12/14/2023,71,2600,Animacion
Pawn Shop Chronicles,11/11/2019,95,7952,Crimen
Pax Americana and the Weaponization of Space,7/28/2019,138,4724,Documental
Payment Deferred,10/21/2019,108,4615,Crimen
PCU,05/10/2022,95,9183,Comedia 
Pear Tree,6/15/2020,136,801,Drama
Pearl Harbor,9/25/2019,127,8921,Accion
Peculiarities of the National Fishing ,6/22/2022,183,742,Comedia 
Peeping Tom,02/07/2022,125,378,Terror
Peepli Live,7/27/2022,134,9058,Comedia 
Peleador callejero,8/16/2022,195,7830,Accion
Pelican Brief,04/01/2020,101,8417,Drama
Pennies from Heaven,08/02/2022,147,7230,Musical
People of the Wind,06/05/2020,147,5291,Documental
Peppermint Candy ,12/29/2020,116,5638,Drama
Pequeña Miss Sunshine,11/16/2006,181,5983,Comedia 
Perfect Sisters,11/05/2018,117,2749,Drama
Perfect World,03/12/2023,179,6545,Drama
Perfume,08/07/2022,95,3199,Crimen
Perkele! Kuvia Suomesta,3/13/2022,194,779,Documental
Permanent Vacation,03/07/2023,131,3982,Drama
Perro perdido,09/09/2019,71,8012,Drama
Personal Effects,12/18/2018,181,1384,Drama
Personals,11/17/2018,105,146,Drama
Persuasion,3/22/2019,184,19,Romance
Persuasion,03/03/2022,136,9406,Drama
Pet,3/15/2023,89,8926,Terror
Petals on the Wind,7/29/2019,181,3308,Drama
Pete Kelly's Blues,2/23/2022,93,2819,Crimen
Pete Smalls Is Dead,09/08/2018,66,8307,Comedia 
Peter Pan,04/10/2022,79,9024,Aventura
Phantasm III: Lord of the Dead,12/18/2019,117,4023,Terror
Phantom,6/23/2022,117,2897,Accion
Phantom of the Opera,4/20/2022,95,621,Musical
Phffft,09/09/2022,159,8094,Comedia 
Philadelphia,02/11/2021,95,9289,Drama
Phoenix,7/15/2019,90,6250,Drama
Pigs with a P.38,12/07/2018,108,32,Documental
Pinchcliffe Grand Prix ,3/14/2022,161,3680,Animacion
Pineapple Express,03/02/2019,159,2425,Comedia 
Pinky,8/30/2019,148,3347,Drama
Pinocchio,8/25/2020,124,3615,Animacion
Pinocho,4/25/2021,134,1521,Animacion
Pipa,1/20/2020,95,1870,Drama
Piranha ,09/06/2018,123,116,Terror
Pirates of the Great Salt Lake,07/10/2021,89,2477,Comedia 
Pizzas,1/15/2022,137,4918,Comedia 
Plan 9 from Outer Space,7/14/2022,183,6769,Ciencia Ficcion
Plan de estudios,7/14/2020,183,3459,Drama
"Planes, Trains & Automobiles",1/21/2019,182,2961,cm
Planet of the Vampires ,10/31/2019,62,6725,Ciencia Ficcion
Plata Quemada,11/04/2022,162,7506,Drama
Play Dirty,03/06/2021,134,2473,Accion
Play it to the Bone,7/19/2021,121,8579,Comedia 
Players,05/09/2023,90,8064,Comedia 
Playground,5/28/2022,181,3477,Drama
Playing,01/12/2019,186,1837,Drama
Playing 'In the Company of Men',07/04/2019,97,9336,Drama
Playmobil: The Secret of Pirate Island,10/08/2022,137,1394,Animacion
Playtime,05/11/1967,141,957,Comedia 
Please Give,03/09/2022,120,2784,Comedia 
Please Remove Your Shoes ,12/21/2020,131,5047,Documental
Please Vote for Me,5/22/2022,143,5318,Documental
Plough and the Stars,06/02/2022,155,2884,Drama
Plymouth Adventure,4/24/2022,74,7661,Aventura
Pocahontas,05/05/1995,134,8367,Animacion
Poder del perro,11/15/2020,202,7158,Drama
Point Blank,7/17/2019,89,5771,Crimen
Point of No Return,5/31/2019,176,4245,Accion
Poison Ivy,5/19/2021,138,1642,Drama
Pokemon yo te eligo,06/09/2020,168,2276,Animacion
Pola X,10/19/2022,134,6108,Drama
Police Story,11/11/2020,147,5016,Accion
Police Story 3: Supercop,04/04/2019,184,7067,Accion
Poltergeist,1/15/2023,181,2016,Terror
Pontypool,10/01/2022,181,2486,Terror
Pop Redemption,12/06/2022,181,4551,Comedia 
Pope Joan ,10/04/2021,147,7596,Drama
Popeye,10/22/2018,82,1676,Musical
Popular Music ,01/11/2022,95,3828,Comedia 
Porgy and Bess,10/01/2018,97,8566,Musical
Port of Flowers,12/21/2021,72,4057,Drama
Port of Shadows ,6/21/2021,122,4372,Drama
Portrait of Jennie,7/31/2021,181,3603,Romance
Portraits Chinois,1/24/2020,163,2796,Drama
Positive Girl,7/22/2020,134,1036,Drama
Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,06/11/2023,181,159,Drama
Posse,12/31/2022,181,62,Western
Possession of David O'Reilly,01/10/2019,179,6639,Terror
Possible Worlds,09/01/2022,198,5401,Drama
Post Grad,3/15/2019,95,9968,Comedia 
Postcards From the Edge,7/17/2022,117,599,Comedia 
Postman Blues,5/13/2020,181,9360,Drama
Powaqqatsi,9/29/2020,125,4682,Documental
Powder Room,12/24/2019,100,616,Comedia 
Power Rangers,9/21/2018,200,5365,Accion
Prairie Love,12/12/2018,119,8080,Drama
Pray the Devil Back to Hell,7/19/2021,171,4927,Documental
Preaching to the Perverted,11/28/2019,191,2463,Comedia 
Precious ,2/27/2020,96,1296,Drama
Precious Find,04/07/2023,153,6805,Drama
Premium Rush,08/12/2020,122,7369,Accion
Presumed Innocent,7/19/2023,139,6297,Crimen
Pretty Baby,3/31/2021,167,9016,Drama
Pretty Devils,10/25/2020,72,2256,Comedia 
Pretty Woman,7/19/2020,95,2981,Romance
Primal,12/07/2018,161,2970,Terror
Prime Cut,1/13/2021,132,932,Accion
Prime Suspect 3,10/23/2021,197,7565,Crimen
Prime Suspect: The Lost Child,12/17/2019,183,325,Crimen
Prince and the Pauper,6/28/2023,76,8941,Drama
Prince and the Showgirl,7/13/2023,125,3155,Comedia 
Prince of Persia: The Sands of Time,08/10/2022,99,8083,Aventura
Prince of the Sun: The Great Adventure of Horus,4/26/2020,134,2028,Animacion
Prince Valiant,02/06/2023,69,2232,Aventura
Princess and the Goblin,7/25/2020,88,6986,Animacion
Princess Aurora (Orora gongju),08/12/2019,114,109,Drama
Princess Caraboo,2/16/2022,68,317,Drama
Princess Diaries 2: Royal Engagement,03/01/2021,190,1785,Romance
Princess O'Rourke,04/03/2022,95,3749,Romance
Princess Raccoon ,11/28/2022,130,2956,Comedia 
Prison,10/06/2022,193,2493,Drama
Prison of the Dead,09/08/2022,162,167,Terror
Prison Terminal: The Last Days of Private Jack Hall,4/16/2019,81,8898,Documental
Privates on Parade,8/21/2022,113,5757,Comedia 
Professor Beware,3/17/2021,134,4918,Comedia 
Project A 2 ,9/26/2018,103,9748,Accion
Project Nim,07/03/2020,154,2683,Documental
Project X-Traction,7/20/2023,101,5148,Accion
Prom Night,7/15/2022,89,9999,Terror
Prom Night IV: Deliver Us From Evil,02/10/2019,68,9362,Terror
Promise Me This,6/28/2019,181,4469,Drama
Proposition,01/04/2021,134,568,Crimen
Protector,01/09/2022,110,2551,Accion
Proyecto X,11/09/2019,73,2294,Comedia 
Psycho II,12/06/2019,65,5182,Terror
Psycho II,4/21/2023,158,6559,Terror
Psych-Out,1/26/2022,104,5145,Musical
Public Access,09/06/2019,206,9964,Drama
Public Housing,1/30/2022,161,4259,Documental
Public Speaking,03/05/2022,141,7664,Documental
Puckoon,3/18/2022,86,4324,Comedia 
Pulling Strings,5/22/2023,166,1916,Romance
Pulse,06/11/2019,185,1895,Terror
Pumpkin,1/20/2020,152,7743,Comedia 
Punching the Clown,02/09/2023,85,4383,Comedia 
Puncture,12/22/2021,200,2388,Drama
Punk in London,4/30/2021,98,6849,Documental
Punk's Dead: SLC Punk! 2,12/18/2018,95,4953,Comedia 
Punksters & Youngsters ,03/10/2023,65,7896,Documental
Punto de inflexion,10/20/2020,95,682,Documental
Puñales por la espalda,10/01/2021,80,9696,Misterio
Pups,8/16/2021,190,1316,Crimen
Pure Country,02/11/2021,89,16,Musical
Purgatory,2/21/2020,181,2835,Drama
Purple Butterfly ,05/11/2021,134,6064,Romance
Purple Gang,1/18/2022,130,3668,Crimen
Pursued,3/20/2022,117,1150,Drama
Pushover,06/10/2019,136,129,Crimen
Puzzlehead,8/21/2020,95,7047,Drama
Quand je serai petit,3/21/2021,181,431,Drama
Quarantine,7/23/2019,75,1132,Terror
Quatermass and the Pit,09/04/2022,65,3192,Ciencia Ficcion
Que Viva Mexico ,5/27/2020,159,8340,Documental
Queen of Spades,04/02/2021,105,2897,Drama
Quest for Camelot,06/01/2022,134,1769,Animacion
Quest for Fire ,05/01/2022,95,745,Aventura
Questioning Darwin,01/07/2023,134,6124,Documental
Quicksand,7/24/2022,117,1338,Crimen
Quiet American,01/01/2021,134,8189,Romance
Quiet Earth,12/13/2021,153,2262,Ciencia Ficcion
Quitting ,12/05/2018,95,9540,Drama
Quod erat demonstrandum,1/15/2023,174,1908,Documental
Rabbit Hole,01/11/2020,199,6085,Drama
Rabid,05/01/2022,185,9767,Terror
Rabid Dogs ,1/20/2022,134,7581,Crimen
Racing Dreams,1/14/2019,95,3445,Documental
Radio Free Albemuth,3/18/2022,71,2392,Ciencia Ficcion
Radio Inside,06/05/2022,89,587,Drama
Ragamuffin,3/18/2019,161,2217,Musical
Rage,08/08/2023,95,9819,Accion
Rage in Harlem,6/23/2022,89,8886,Crimen
Rage of Angels,8/25/2019,181,9749,Drama
Rage of Honor,7/19/2020,88,2697,Accion
Rahtree: Flower of the Night ,1/25/2020,117,1326,Terror
Raiders From Beneath the Sea,06/09/2022,74,9881,Accion
Railroaded!,8/28/2020,133,8576,Comedia 
Rain Over Santiago,9/13/2018,180,3553,Drama
Raintree County,2/27/2023,122,8946,Romance
Raisin in the Sun,11/10/2018,118,8593,Drama
Raising Helen,2/14/2021,122,9785,Comedia 
Ralph el demoledor,1/22/2012,181,7772,Animacion
Rambo,02/04/2020,102,8596,Accion
Rampage,5/31/2023,183,7946,Accion
Rampage,11/22/2018,101,1576,Terror
Randy and the Mob,2/21/2021,114,6154,Comedia 
Rango,10/15/2022,110,9673,Animacion
Ransom,11/19/2021,157,4678,Crimen
Rapid Fire,08/08/2022,181,7431,Accion
Raspberry Boat Refugee,03/03/2019,202,1187,Drama
Rat Race,3/22/2023,209,1041,Comedia 
Raw Deal,5/30/2022,127,9337,Accion
Rayas,6/30/2023,134,2213,Drama
Read It and Weep,12/04/2018,170,6010,Comedia 
Read My Lips ,06/03/2019,183,9359,Crimen
Ready Player One,11/01/2022,100,9705,Ciencia Ficcion
Ready to Rumble,5/17/2023,176,143,Comedia 
Reality,3/26/2019,101,8911,Comedia 
Reap the Wild Wind,01/07/2020,184,6555,Aventura
Reasonable Doubt,11/19/2020,108,7800,Crimen
Rebel,6/22/2020,79,1778,Drama
Rebel moon,12/01/2023,112,278,Ciencia Ficcion
Rebirth,1/18/2020,171,6542,Terror
Rebirth of Mothra III,11/30/2020,116,4900,Ciencia Ficcion
Reboot de Shrek,08/02/2023,95,3261,Animacion
Rec,7/16/2022,102,7880,Terror
Rec II,8/19/2019,176,1947,Terror
Reclaim,04/09/2023,100,2969,Crimen
Recuerdame,4/17/2020,195,9146,Romance
Red,04/03/2023,104,482,Accion
Red Army,11/14/2021,183,2594,Documental
Red Chapel ,4/25/2019,86,7130,Documental
Red Cliff,09/09/2019,82,764,Accion
Red Dragon,08/04/2019,181,4762,Crimen
Red Dust,4/15/2020,77,2801,Drama
Red Dust,12/05/2019,165,5827,Romance
Red Hook Summer,8/31/2021,78,7387,Drama
Red Like the Sky ,7/27/2022,128,3753,Drama
Red Obession,5/29/2021,190,625,Documental
Red Pony,04/01/2019,126,6955,Drama
Red Psalm,11/25/2021,181,6313,Drama
Red White & Blue,5/24/2022,147,7526,Terror
Redemption: For Robbing the Dead,3/17/2023,205,5998,Drama
Redemption: The Stan Tookie Williams Story,04/06/2021,181,5132,Drama
Red-Headed Woman,11/21/2022,134,5255,Comedia 
Reef,1/28/2021,106,2840,Drama
Reel Rock 7 ,6/16/2023,181,8731,Documental
Regarding Henry,8/20/2019,60,1754,Drama
Regret to Inform,08/08/2019,126,6633,Documental
Regular Guys,01/12/2020,109,7488,Comedia 
Reign of Fire,6/18/2019,185,2548,Accion
"Reincarnation of Peter Proud, The",11/11/2022,125,453,Drama
Relatos Salvajes,09/12/2014,95,5406,Comedia 
Rembrandt,04/07/2020,158,2142,Drama
Rembrandt's J'accuse,12/06/2022,97,5044,Documental
ReMember,2/24/2023,77,2419,Drama
Remington and the Curse of the Zombadings,8/28/2019,134,1726,Comedia 
Renaissance,04/10/2019,89,7933,Ciencia Ficcion
Rendez-vous,4/27/2022,95,2489,Drama
Renfield,02/06/2023,138,8494,Terror
Rent: Filmed Live on Broadway,4/14/2021,169,2063,Musical
Reparando,03/07/2021,125,6674,Documental
Reptile,4/26/2023,122,5762,Terror
Resacon en las Vegas,11/22/2009,181,3832,Comedia 
Rescue Dawn,10/10/2021,82,3989,Accion
Reservation Road,3/25/2020,82,6317,Drama
Reservation Road,09/09/2019,192,6470,Romance
Reservoir Dogs,06/07/2022,80,3159,Crimen
Resident Evil: Damnation,9/20/2020,134,147,Animacion
Restless Natives,7/16/2019,95,6408,Comedia 
Restraint,7/13/2019,143,7074,Crimen
Results,02/03/2019,173,3180,Comedia 
Retroactive,11/12/2021,200,7657,Ciencia Ficcion
Return of Frank Cannon,12/02/2020,100,6381,Accion
Return Of The Ghostbusters,11/19/2022,181,2557,Comedia 
Return of the Killer Tomatoes!,07/09/2019,83,3541,Comedia 
Return of the King,05/10/2021,181,8479,Animacion
Return of the Living Dead Part II,12/29/2020,65,4661,Terror
Return of the Musketeers,04/01/2021,201,2552,Aventura
Return to Never Land,11/15/2022,68,7700,Animacion
Return to Paradise,11/10/2022,120,8385,Romance
Return with Honor,11/09/2022,182,516,Documental
Revenge of the Nerds II: Nerds in Paradise,5/26/2022,166,5815,Comedia 
Revolt of the Zombies,01/02/2020,162,4794,Terror
Revolt of the Zombies,10/24/2019,183,9805,Terror
Revolution #9,3/18/2019,150,8917,Documental
Revolution OS,11/18/2018,148,3878,Documental
Revolutionary Road,6/19/2021,174,2298,Romance
Rewind This!,10/01/2022,181,7831,Documental
Rich in Love,05/10/2020,95,3901,Drama
Richie Rich,3/20/2021,138,4467,Comedia 
Ricky Gervais Live 3: Fame,05/09/2021,143,7585,Comedia 
Ride,07/04/2021,141,894,Drama
Ride Lonesome,7/17/2022,81,8912,Western
Ride with the Devil,8/30/2023,89,3316,Drama
Right Stuff,3/29/2020,178,9363,Drama
Riley Rewind,4/14/2022,158,6431,Ciencia Ficcion
Ring of Darkness,02/03/2023,122,4259,Terror
Rio,2/25/2021,89,5132,Animacion
Rio Grande,7/27/2021,87,5928,Western
Riot in Cell Block 11,07/07/2022,176,8191,Crimen
Ripe,12/18/2019,128,7674,Drama
Rise and Fall of Legs Diamond,2/13/2019,61,5761,Drama
Rites of May,01/03/2023,122,3477,Drama
River of No Return,11/13/2022,171,2202,Aventura
Rize,11/19/2019,184,1343,Documental
Road House,11/13/2022,175,3540,Accion
Road to Bali,08/04/2021,134,4868,Comedia 
Road to Brown,1/17/2022,123,6077,Documental
Road to Zanzibar,4/15/2021,93,5795,Comedia 
Road Trip,8/30/2023,60,2992,Comedia 
Robe,03/04/2022,117,8693,Drama
Robin Hood,11/23/1973,128,2884,Accion
Robin Hood: Prince of Thieves,5/23/2020,100,6621,Aventura
RoboCop,6/17/2019,181,7681,Ciencia Ficcion
RoboCop 2,11/13/2019,184,2092,Ciencia Ficcion
RoboCop 3,12/28/2019,203,6672,Ciencia Ficcion
Robots,11/12/2019,62,2398,Animacion
Rock Star,2/24/2020,143,1178,Musical
"Rock, Paper, Scissors: The Way of the Tosser",06/11/2020,154,3951,Comedia 
Rockabilly Vampire,02/12/2019,128,9201,Comedia 
Rock-a-Bye Baby,6/14/2020,89,4924,Comedia 
Rockaway,12/24/2020,137,3735,Drama
Rocket Gibraltar,7/15/2022,95,5381,Drama
RocketMan,07/07/2023,141,3055,Comedia 
Rocks ,10/28/2018,171,5427,Drama
Rocks in my Pockets,10/20/2019,89,1590,Animacion
Rocky,10/19/2019,173,9653,Drama
Rocky II,5/18/2021,206,3117,Drama
Rocky III,7/19/2021,123,5648,Drama
Rocky III,6/22/2020,165,742,Drama
Rocky IV,05/04/2023,197,922,Drama
Roger & Me,9/27/2018,101,4428,Documental
Rom,02/08/2020,183,9311,Drama
Roman de gare,1/19/2019,117,8482,Misterio
Romance on the High Seas,8/22/2021,190,6564,Musical
Romantic Comedy,2/15/2019,135,6888,Comedia 
Romasanta: The Werewolf Hunt,6/20/2022,179,332,Terror
Romeo Must Die,5/22/2023,164,7246,Accion
Romy and Michele: In the Beginning,8/24/2021,130,6358,Comedia 
Room in Town,07/04/2019,137,3445,Drama
Room Service,9/29/2018,146,9535,Comedia 
Rooster Cogburn,12/01/2022,184,9386,Accion
Root of All Evil?,2/20/2019,248,4690,Documental
Rosenstrasse,01/06/2020,140,1696,Drama
Roula,05/03/2021,163,9370,Drama
Route 666,10/19/2020,95,6614,Terror
Royal Affair,02/10/2021,157,199,Drama
Royal Flash,3/16/2021,77,6258,Comedia 
Rubin and Ed,9/22/2020,110,2054,Comedia 
Ruby Gillman,03/04/2023,95,1847,Drama
Rude Boy,5/14/2023,143,2845,Musical
Ruido,6/13/2023,201,4302,Drama
Ruido de Fondo,10/22/2021,134,9320,Drama
Rumor of Angels,3/30/2023,150,2891,Drama
Run,05/02/2022,178,6275,Accion
Run Fatboy Run,2/23/2022,117,2989,Comedia 
Run for Cover,4/29/2021,140,2495,Western
Runaway,10/10/2018,95,9769,Accion
Runaway Train,11/09/2020,117,8375,Accion
Runner,08/08/2023,181,7663,Accion
Running,6/19/2022,100,3531,Drama
Running Free,05/10/2022,92,9346,Aventura
Running Out of Time ,4/26/2019,199,3823,Accion
Running Scared,9/15/2021,158,9395,Crimen
Running With Scissors,12/01/2020,144,8212,Comedia 
Rurouni Kenshin,04/06/2020,134,5831,Accion
Rush Hour 3,3/23/2019,89,1197,Accion
Russell Peters: Outsourced,02/11/2023,181,1649,Comedia 
Russia House,10/14/2019,159,6763,Drama
Russian Ark ,9/30/2018,184,7160,Drama
Russia's Toughest Prisons ,03/06/2022,191,302,Documental
Rustin,1/24/2023,111,6104,Documental
S. Darko ,5/27/2023,181,85,Ciencia Ficcion
S21: The Khmer Rouge Death Machine ,12/13/2018,112,2047,Documental
Sabata,04/11/2022,100,3771,Western
Sabata,08/01/2022,95,9696,Western
Sabotage,4/24/2020,181,6609,Accion
Sacco and Vanzetti ,4/15/2022,205,4977,Drama
Sacrifice,7/24/2019,93,4113,Drama
Sadie Thompson,8/23/2019,169,3989,Drama
Safe,5/25/2019,134,5333,Drama
Safe Haven,4/25/2020,95,6665,rom
Safe Men,06/11/2020,95,5929,Comedia 
Safe Passage,6/22/2019,63,6664,Drama
Safety Patrol,02/03/2022,181,3708,Comedia 
Safrana or Freedom of Speech,04/05/2021,117,9471,Documental
Sagebrush Trail,06/04/2020,60,238,Western
Sailor of the King,04/03/2021,137,8434,Accion
Saint in London,12/14/2018,134,9597,Comedia 
Saints and Soldiers,10/14/2022,194,2518,Accion
'Salem's Lot,7/26/2021,95,8367,Terror
Salome's Last Dance,12/09/2021,151,8165,Drama
Saludos amigos ,12/19/1943,89,2144,Accion
Salvador ,8/24/2022,81,7364,Drama
Salvage,10/17/2021,109,5704,Terror
Salvaje,12/31/2006,89,1659,Drama
Salvaje es el viento,8/18/2023,115,7960,Drama
Salvation Boulevard,11/17/2022,60,9046,Comedia 
Sammy en el pasaje secreto,10/09/2019,89,5468,Animacion
Samsara,11/12/2019,64,8541,Documental
San Pietro,09/01/2020,151,1026,Documental
Sandor slash Ida,3/22/2019,135,5614,Drama
Sangre y oro,4/28/2023,79,3200,Accion
Santa Claus Conquers the Martians,3/24/2022,190,4934,Ciencia Ficcion
Santa Clause,06/12/2020,152,7888,Comedia 
Santa Fe Trail,06/08/2021,152,2717,Aventura
Santa with Muscles,10/29/2020,181,7707,Comedia 
Santa's Apprentice,12/24/2022,78,3017,Animacion
Santa's Slay,8/17/2020,89,9160,Comedia 
Sarah's Key ,09/08/2018,95,8755,Drama
Saratoga Trunk,10/22/2019,134,1104,Drama
Sasquatch: The Legend of Bigfoot,02/09/2022,122,1357,Documental
Satan Never Sleeps,1/29/2023,177,5201,Drama
Satan's School for Girls,1/29/2023,106,1537,Terror
Satan's Sword II ,8/29/2022,137,7294,Accion
Saturday Night,4/18/2023,198,1449,Musical
Sauna,8/23/2019,125,2823,Terror
Save the Date,02/01/2019,189,4459,Romance
Save the Last Dance 2,10/10/2018,81,191,Drama
Saved!,11/10/2020,92,7430,Comedia 
Saving God,10/25/2022,125,6758,Drama
Saving Mr. Banks,06/03/2021,173,5081,Drama
Saving Otter 501,1/21/2021,101,5155,Documental
Savior,08/07/2020,100,887,Drama
Saw IV,12/29/2019,95,7161,Terror
Sayonara,10/29/2018,94,5769,Drama
Scandal Sheet,7/13/2020,181,3761,Crimen
Scanners II: The New Order,6/22/2023,72,8048,Ciencia Ficcion
Scarlet Diva,01/03/2021,181,3495,Drama
Scarlet Pimpernel,10/24/2018,110,8550,Aventura
Scary Movie,8/14/2000,184,1364,Comedia 
Scattered Clouds ,02/10/2020,153,5081,Drama
